team,R32,R16,QF,SF,Final,Third,Champion
France,100.0,100.0,100.0,100.0,52.43,31.52,33.09
Spain,100.0,100.0,100.0,82.13,43.66,25.88,27.08
England,100.0,100.0,100.0,74.05,46.34,12.97,20.17
Argentina,100.0,100.0,100.0,75.01,37.92,16.75,15.57
Norway,100.0,100.0,100.0,25.95,8.73,4.29,1.69
Switzerland,100.0,100.0,100.0,24.99,7.01,3.64,1.23
Belgium,100.0,100.0,100.0,17.87,3.91,4.95,1.17
Mexico,100.0,100.0,0.0,0.0,0.0,0.0,0.0
Brazil,100.0,100.0,0.0,0.0,0.0,0.0,0.0
Morocco,100.0,100.0,100.0,0.0,0.0,0.0,0.0
South Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada,100.0,100.0,0.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Paraguay,100.0,100.0,0.0,0.0,0.0,0.0,0.0
United States,100.0,100.0,0.0,0.0,0.0,0.0,0.0
Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Curaçao,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,100.0,100.0,0.0,0.0,0.0,0.0,0.0
Netherlands,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivory Coast,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cape Verde,100.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegal,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,100.0,100.0,0.0,0.0,0.0,0.0,0.0
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DR Congo,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,100.0,100.0,0.0,0.0,0.0,0.0,0.0
Croatia,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Panama,0.0,0.0,0.0,0.0,0.0,0.0,0.0
